XCoord,YCoord,OBJECTID,XCOORD,YCOORD
-73.85883973,40.66235686,1667,-73.858840,40.662357
-73.84164058,40.66235686,1668,-73.841641,40.662357
-74.04803042,40.67948223,1669,-74.048030,40.679482
-74.03083127,40.67948223,1670,-74.030831,40.679482
-74.01363212,40.67948223,1671,-74.013632,40.679482
-73.99643296,40.67948223,1672,-73.996433,40.679482
-73.97923381,40.67948223,1673,-73.979234,40.679482
-73.96203465,40.67948223,1674,-73.962035,40.679482
-73.94483550,40.67948223,1675,-73.944836,40.679482
-73.92763635,40.67948223,1676,-73.927636,40.679482
-73.91043719,40.67948223,1677,-73.910437,40.679482
-73.89323804,40.67948223,1678,-73.893238,40.679482
-73.87603888,40.67948223,1679,-73.876039,40.679482
-73.85883973,40.67948223,1680,-73.858840,40.679482
-73.84164058,40.67948223,1681,-73.841641,40.679482
-74.04803042,40.69660759,1682,-74.048030,40.696608
-74.03083127,40.69660759,1683,-74.030831,40.696608
-74.01363212,40.69660759,1684,-74.013632,40.696608
-73.99643296,40.69660759,1685,-73.996433,40.696608
-73.97923381,40.69660759,1686,-73.979234,40.696608
-73.96203465,40.69660759,1687,-73.962035,40.696608
-73.94483550,40.69660759,1688,-73.944836,40.696608
-73.92763635,40.69660759,1689,-73.927636,40.696608
-73.91043719,40.69660759,1690,-73.910437,40.696608
-73.89323804,40.69660759,1691,-73.893238,40.696608
-73.87603888,40.69660759,1692,-73.876039,40.696608
-73.85883973,40.69660759,1693,-73.858840,40.696608
-73.84164058,40.69660759,1694,-73.841641,40.696608
-74.04803042,40.71373295,1695,-74.048030,40.713733
-74.03083127,40.71373295,1696,-74.030831,40.713733
-74.01363212,40.71373295,1697,-74.013632,40.713733
-73.99643296,40.71373295,1698,-73.996433,40.713733
-73.97923381,40.71373295,1699,-73.979234,40.713733
-73.96203465,40.71373295,1700,-73.962035,40.713733
-73.94483550,40.71373295,1701,-73.944836,40.713733
-73.92763635,40.71373295,1702,-73.927636,40.713733
-73.91043719,40.71373295,1703,-73.910437,40.713733
-73.89323804,40.71373295,1704,-73.893238,40.713733
-73.87603888,40.71373295,1705,-73.876039,40.713733
-73.85883973,40.71373295,1706,-73.858840,40.713733
-73.84164058,40.71373295,1707,-73.841641,40.713733
-74.04803042,40.73085832,1708,-74.048030,40.730858
-74.03083127,40.73085832,1709,-74.030831,40.730858
-74.01363212,40.73085832,1710,-74.013632,40.730858
-73.99643296,40.73085832,1711,-73.996433,40.730858
-73.97923381,40.73085832,1712,-73.979234,40.730858
-73.96203465,40.73085832,1713,-73.962035,40.730858
-73.94483550,40.73085832,1714,-73.944836,40.730858
-73.92763635,40.73085832,1715,-73.927636,40.730858
-73.91043719,40.73085832,1716,-73.910437,40.730858
-73.89323804,40.73085832,1717,-73.893238,40.730858
-73.87603888,40.73085832,1718,-73.876039,40.730858
-73.85883973,40.73085832,1719,-73.858840,40.730858
-73.84164058,40.73085832,1720,-73.841641,40.730858
-73.92452060,40.79270256,1721,-73.924521,40.792703
-73.90594580,40.79270256,1722,-73.905946,40.792703
-73.88737100,40.79270256,1723,-73.887371,40.792703
-73.86879620,40.79270256,1724,-73.868796,40.792703
-73.85022140,40.79270256,1725,-73.850221,40.792703
-73.83164660,40.79270256,1726,-73.831647,40.792703
-73.81307180,40.79270256,1727,-73.813072,40.792703
-73.79449700,40.79270256,1728,-73.794497,40.792703
-73.77592220,40.79270256,1729,-73.775922,40.792703
-73.75734740,40.79270256,1730,-73.757347,40.792703
-73.92452060,40.80739367,1731,-73.924521,40.807394
-73.90594580,40.80739367,1732,-73.905946,40.807394
-73.88737100,40.80739367,1733,-73.887371,40.807394
-73.86879620,40.80739367,1734,-73.868796,40.807394
-73.85022140,40.80739367,1735,-73.850221,40.807394
-73.83164660,40.80739367,1736,-73.831647,40.807394
-73.81307180,40.80739367,1737,-73.813072,40.807394
-73.79449700,40.80739367,1738,-73.794497,40.807394
-73.77592220,40.80739367,1739,-73.775922,40.807394
-73.75734740,40.80739367,1740,-73.757347,40.807394
-73.92452060,40.82208478,1741,-73.924521,40.822085
-73.90594580,40.82208478,1742,-73.905946,40.822085
-73.88737100,40.82208478,1743,-73.887371,40.822085
-73.86879620,40.82208478,1744,-73.868796,40.822085
-73.85022140,40.82208478,1745,-73.850221,40.822085
-73.83164660,40.82208478,1746,-73.831647,40.822085
-73.81307180,40.82208478,1747,-73.813072,40.822085
-73.79449700,40.82208478,1748,-73.794497,40.822085
-73.77592220,40.82208478,1749,-73.775922,40.822085
-73.75734740,40.82208478,1750,-73.757347,40.822085
-73.92452060,40.83677589,1751,-73.924521,40.836776
-73.90594580,40.83677589,1752,-73.905946,40.836776
-73.88737100,40.83677589,1753,-73.887371,40.836776
-73.86879620,40.83677589,1754,-73.868796,40.836776
-73.85022140,40.83677589,1755,-73.850221,40.836776
-73.83164660,40.83677589,1756,-73.831647,40.836776
-73.81307180,40.83677589,1757,-73.813072,40.836776
-73.79449700,40.83677589,1758,-73.794497,40.836776
-73.77592220,40.83677589,1759,-73.775922,40.836776
-73.75734740,40.83677589,1760,-73.757347,40.836776
-73.92452060,40.85146700,1761,-73.924521,40.851467
-73.90594580,40.85146700,1762,-73.905946,40.851467
-73.88737100,40.85146700,1763,-73.887371,40.851467
-73.86879620,40.85146700,1764,-73.868796,40.851467
-73.85022140,40.85146700,1765,-73.850221,40.851467
-73.83164660,40.85146700,1766,-73.831647,40.851467
-73.81307180,40.85146700,1767,-73.813072,40.851467
-73.79449700,40.85146700,1768,-73.794497,40.851467
-73.77592220,40.85146700,1769,-73.775922,40.851467
-73.92452060,40.86615811,1770,-73.924521,40.866158
-73.90594580,40.86615811,1771,-73.905946,40.866158
-73.88737100,40.86615811,1772,-73.887371,40.866158
-73.86879620,40.86615811,1773,-73.868796,40.866158
-73.85022140,40.86615811,1774,-73.850221,40.866158
-73.83164660,40.86615811,1775,-73.831647,40.866158
-73.92452060,40.88084922,1776,-73.924521,40.880849
-73.90594580,40.88084922,1777,-73.905946,40.880849
-73.88737100,40.88084922,1778,-73.887371,40.880849
-73.86879620,40.88084922,1779,-73.868796,40.880849
-73.85022140,40.88084922,1780,-73.850221,40.880849
-73.83164660,40.88084922,1781,-73.831647,40.880849
-73.92452060,40.89554033,1782,-73.924521,40.895540
-73.90594580,40.89554033,1783,-73.905946,40.895540
-73.88737100,40.89554033,1784,-73.887371,40.895540
-73.86879620,40.89554033,1785,-73.868796,40.895540
-73.85022140,40.89554033,1786,-73.850221,40.895540
-73.83164660,40.89554033,1787,-73.831647,40.895540
-73.81307180,40.89554033,1788,-73.813072,40.895540
-73.79449700,40.89554033,1789,-73.794497,40.895540
-73.77592220,40.89554033,1790,-73.775922,40.895540
-73.92452060,40.91023144,1791,-73.924521,40.910231
-73.90594580,40.91023144,1792,-73.905946,40.910231
-73.88737100,40.91023144,1793,-73.887371,40.910231
-73.86879620,40.91023144,1794,-73.868796,40.910231
-73.85022140,40.91023144,1795,-73.850221,40.910231
-73.83164660,40.91023144,1796,-73.831647,40.910231
-73.81307180,40.91023144,1797,-73.813072,40.910231
-73.79449700,40.91023144,1798,-73.794497,40.910231
-73.77592220,40.91023144,1799,-73.775922,40.910231
-73.93758053,40.55564107,1800,-73.937581,40.555641
-73.91857481,40.55564107,1801,-73.918575,40.555641
-73.86155764,40.57027375,1802,-73.861558,40.570274
-73.99459769,40.58490643,1803,-73.994598,40.584906
